42,20,21,27.463346481323242
42,17,20,24.03622817993164
41,18,21,25.702646255493164
40,20,20,28.565052032470703
40,18,21,26.227746963500977
42,20,22,27.463346481323242
42,20,21,27.463346481323242
41,20,21,28.003347396850586
41,17,21,24.520566940307617
42,17,22,24.03622817993164
41,17,21,24.520566940307617
42,21,20,28.565052032470703
41,18,21,25.702646255493164
41,21,20,29.12130355834961
42,18,21,25.198591232299805
241,18,21,25.702646255493164
42,17,22,24.03622817993164
42,18,21,25.198591232299805
41,18,21,25.702646255493164
42,18,21,25.198591232299805
41,18,20,25.702646255493164
41,20,21,28.003347396850586
42,21,20,28.565052032470703
42,17,19,24.03622817993164
41,20,19,28.003347396850586
41,20,20,28.003347396850586
42,20,20,27.463346481323242
42,21,20,28.565052032470703
41,19,22,26.863697052001953
41,21,20,29.12130355834961
40,21,20,29.699474334716797
42,22,20,29.645977020263672
242,21,20,28.565052032470703
41,20,20,28.003347396850586
42,17,21,24.03622817993164
42,18,21,25.198591232299805
42,17,21,24.03622817993164
42,18,21,25.198591232299805
40,18,21,26.227746963500977
42,18,20,25.198591232299805
43,19,20,25.838741302490234
42,18,22,25.198591232299805
42,21,20,28.565052032470703
42,18,21,25.198591232299805
42,21,21,28.565052032470703
43,18,20,24.714412689208984
44,18,21,24.249025344848633
46,17,20,22.282560348510742
48,18,20,22.556045532226562
49,14,22,17.945396423339844
52,16,21,19.10272979736328
52,13,20,16.036243438720703
57,-2,22,359.9904479980469
50,-14,21,346.3577575683594
38,-17,23,337.89776611328125
37,-17,20,337.3231506347656
33,-14,23,339.01129150390625
41,21,21,29.12130355834961
42,18,21,25.198591232299805
40,8,24,13.30993366241455
41,-1,24,0.6028198003768921
40,-13,23,343.995849609375
34,-40,4,312.3645324707031
32,-42,-7,309.303955078125
39,-44,-38,313.5526123046875
38,-38,-47,317
44,14,-68,19.65012550354004
44,45,-44,47.64374542236328
42,48,-38,50.8140754699707
46,17,22,22.282560348510742
43,19,21,25.838741302490234
67,17,13,16.237281799316406
81,21,-7,16.534456253051758
64,33,-52,29.276763916015625
57,25,-59,25.68208885192871
11,14,-58,53.8427734375
28,24,18,42.601295471191406
31,-11,22,342.4633483886719
56,-14,19,347.9637451171875
81,-19,-15,348.7989196777344
60,26,-58,25.428693771362305
41,42,-48,47.690277099609375
3,19,3,83.02737426757812
35,44,-3,53.49934768676758
37,49,-29,54.94347381591797
42,44,-52,48.33222198486328
17,-10,-63,331.5344543457031
25,29,15,51.23639678955078
78,30,-26,23.037511825561523
80,25,-32,19.35402488708496
80,26,-38,20.004161834716797
60,23,-60,22.973493576049805
-1,24,-37,94.38594818115234
72,22,5,18.99082374572754
2,21,-2,86.5596694946289
40,20,21,28.565052032470703
37,18,22,27.942296981811523
42,19,21,26.34109115600586
43,18,21,24.714412689208984
41,21,21,29.12130355834961
42,20,21,27.463346481323242
41,19,21,26.863697052001953
40,18,20,26.227746963500977
41,18,21,25.702646255493164
41,22,21,30.217357635498047
41,20,21,28.003347396850586
42,20,21,27.463346481323242
42,17,21,24.03622817993164
41,17,21,24.520566940307617
41,18,22,25.702646255493164
42,17,21,24.03622817993164
40,21,20,29.699474334716797
41,18,20,25.702646255493164
40,18,22,26.227746963500977
42,17,22,24.03622817993164
42,18,21,25.198591232299805
41,18,23,25.702646255493164
41,17,21,24.520566940307617
41,21,22,29.12130355834961
41,21,20,29.12130355834961
42,16,21,22.854459762573242
41,20,20,28.003347396850586
42,21,21,28.565052032470703
41,20,21,28.003347396850586
241,18,21,25.702646255493164
42,17,21,24.03622817993164
42,18,21,25.198591232299805
42,17,21,24.03622817993164
41,17,20,24.520566940307617
42,19,21,26.34109115600586
41,17,21,24.520566940307617
40,21,20,29.699474334716797
42,18,20,25.198591232299805
40,21,21,29.699474334716797
41,19,20,26.863697052001953
42,21,21,28.565052032470703
41,18,21,25.702646255493164
42,17,22,24.03622817993164
41,18,21,25.702646255493164
42,18,20,25.198591232299805
40,17,20,25.025493621826172
41,18,20,25.702646255493164
41,21,20,29.12130355834961
41,20,20,28.003347396850586
41,19,21,26.863697052001953
41,20,21,28.003347396850586
42,17,21,24.03622817993164
41,18,21,25.702646255493164
41,17,21,24.520566940307617
41,21,21,29.12130355834961
41,17,21,24.520566940307617
241,18,21,25.702646255493164
242,18,21,25.198591232299805
42,18,20,25.198591232299805
40,21,21,29.699474334716797
42,18,21,25.198591232299805
42,20,21,27.463346481323242
41,18,22,25.702646255493164
42,19,22,26.34109115600586
