34,-22,-3,329.0947570800781
35,-21,-2,331.0362548828125
35,-25,-1,326.4623107910156
34,-24,-2,326.78240966796875
34,-24,-1,326.78240966796875
35,-25,-2,326.4623107910156
34,-24,-3,326.78240966796875
35,-25,-1,326.4623107910156
34,-26,-2,324.5946350097656
34,-24,-2,326.78240966796875
35,-25,-1,326.4623107910156
35,-21,-1,331.0362548828125
35,-23,-2,328.6893615722656
35,-23,0,328.6893615722656
35,-24,-2,327.5610046386719
34,-23,-1,327.92279052734375
35,-22,-2,329.84771728515625
34,-23,-2,327.92279052734375
35,-22,-2,329.84771728515625
34,-24,-1,326.78240966796875
35,-24,0,327.5610046386719
34,-24,-2,326.78240966796875
35,-24,-1,327.5610046386719
35,-24,-2,327.5610046386719
36,-25,-1,327.22216796875
35,-25,-2,326.4623107910156
35,-24,-2,327.5610046386719
35,-24,0,327.5610046386719
34,-21,-1,330.298583984375
35,-24,-2,327.5610046386719
34,-23,-1,327.92279052734375
35,-24,0,327.5610046386719
35,-24,-2,327.5610046386719
34,-22,-2,329.0947570800781
34,-21,-2,330.298583984375
34,-22,-3,329.0947570800781
35,-23,-2,328.6893615722656
35,-25,-2,326.4623107910156
35,-25,-1,326.4623107910156
35,-24,-3,327.5610046386719
35,-24,-2,327.5610046386719
35,-24,-1,327.5610046386719
35,-21,-2,331.0362548828125
35,-24,-2,327.5610046386719
36,-24,-2,328.3099365234375
35,-25,-2,326.4623107910156
34,-25,-1,325.6731872558594
34,-24,-3,326.78240966796875
36,-23,-2,329.4259338378906
34,-25,-2,325.6731872558594
35,-20,-1,332.255126953125
35,-24,-2,327.5610046386719
35,-24,-1,327.5610046386719
34,-24,-1,326.78240966796875
35,-24,-3,327.5610046386719
35,-21,-2,331.0362548828125
34,-22,-1,329.0947570800781
34,-24,-2,326.78240966796875
35,-24,-2,327.5610046386719
35,-25,-2,326.4623107910156
33,-23,-2,327.1246643066406
35,-24,-2,327.5610046386719
35,-23,-2,328.6893615722656
34,-21,-2,330.298583984375
36,-25,-2,327.22216796875
36,-22,-3,330.5704345703125
36,-25,-2,327.22216796875
35,-23,-2,328.6893615722656
34,-23,-1,327.92279052734375
34,-25,-2,325.6731872558594
35,-22,-3,329.84771728515625
34,-26,-1,324.5946350097656
34,-21,-4,330.298583984375
36,-26,-2,326.162353515625
34,-22,-2,329.0947570800781
35,-21,-2,331.0362548828125
36,-25,-2,327.22216796875
33,-24,-2,325.9726257324219
34,-23,-2,327.92279052734375
35,-22,-3,329.84771728515625
35,-23,-2,328.6893615722656
34,-22,-2,329.0947570800781
38,-26,-2,327.6196594238281
19,-30,-2,304.3474426269531
35,-24,-2,327.5610046386719
45,-30,-1,328.3099365234375
36,-24,-2,328.3099365234375
72,-24,-24,343.5650634765625
-7,-25,-24,256.3577575683594
34,-23,-2,327.92279052734375
33,-38,0,312.97174072265625
29,-76,-14,292.88580322265625
21,-81,-25,286.5344543457031
29,-84,-26,291.046630859375
26,-84,-64,289.19854736328125
30,-59,-88,298.9521789550781
35,-24,-2,327.5610046386719
33,-87,-34,292.7722473144531
35,-86,-30,294.1451721191406
27,-87,-36,289.241455078125
38,-81,-20,297.1329650878906
36,-69,-8,299.5528259277344
34,-69,-6,298.23193359375
15,-58,-5,286.5001525878906
6,-52,-10,278.5819396972656
-5,-52,-18,266.5076904296875
-14,-51,-36,256.6498718261719
-13,-49,-54,257.1413879394531
30,-53,-89,301.5115051269531
40,-53,-89,309.04248046875
52,-55,-86,315.3940124511719
74,-61,-62,322.50042724609375
51,-36,-1,326.78240966796875
31,-18,-5,331.8586120605469
13,-26,-5,298.5650634765625
2,-34,-11,275.366455078125
1,-27,-12,274.12109375
1,-30,-11,273.9091491699219
23,-57,-1,293.9745178222656
25,-22,-3,320.6522216796875
37,8,-41,14.200469970703125
41,5,-66,8.952958106994629
51,-9,-74,351.9920349121094
0,-61,-72,272
1,-25,-77,274.2906188964844
1,-5,-40,283.3099365234375
9,-3,-28,343.5650634765625
11,-14,-11,310.1572265625
72,-28,-23,340.7494812011719
35,-18,-4,334.78387451171875
18,-15,-81,322.1944274902344
63,-3,-46,359.273681640625
59,-6,-26,356.1932678222656
-2,-58,-18,270.0250549316406
7,-79,-61,277.0636291503906
8,-75,-68,278.0885314941406
2,-62,-75,273.8476257324219
2,-54,-78,274.12109375
7,-4,-26,332.255126953125
9,-11,-17,311.2893981933594
11,-9,-15,322.7106018066406
17,-21,-4,310.9909973144531
34,-24,-1,326.78240966796875
34,-24,-2,326.78240966796875
34,-22,-2,329.0947570800781
34,-21,-2,330.298583984375
34,-24,-2,326.78240966796875
